X.1,X,etl_dt,bank_code,data_dt,bank_nm,mortgage_cnt,mortgage_bal,decorator_hse_cnt,decorator_hse_bal,ln_car_cnt,ln_car_bal,ln_worker_cnt,ln_worker_bal,other_cl_cnt,other_cl_bal
162,162,162,2013-11-26 22:30:08.654496,N019      ,2006-02-01 00:00:00,香港東亞銀行,0,0,0,0,0,0,0,0,751,2.58e+08
163,163,163,2013-11-26 22:30:08.65732,808       ,2006-02-01 00:00:00,玉山商業銀行,38969,1.21667e+11,39225,8.2484e+10,0,0,22,2e+06,196079,2.2838e+10
164,164,164,2013-11-26 22:30:08.659583,-01       ,2006-02-01 00:00:00,寶華商業銀行,14855,1.9004e+10,14344,1.6793e+10,12203,3.494e+09,8,9e+06,109027,1.1278e+10
165,165,165,2013-11-26 22:30:08.322454,020       ,2006-02-01 00:00:00,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
166,166,166,2013-11-26 22:30:08.324537,N000      ,2006-02-01 00:00:00,台北縣淡水第一信用合作社,9965,1.6849e+10,170,1.78e+08,2,1e+06,939,3.6e+08,1089,3.09e+08
167,167,167,2013-11-26 22:30:08.326562,040       ,2006-02-01 00:00:00,中華開發工業銀行,10,2.5e+07,0,0,0,0,0,0,74,3e+07
168,168,168,2013-11-26 22:30:08.329369,809       ,2006-02-01 00:00:00,萬泰商業銀行,3994,5.512e+09,1321,1.468e+09,3311,9.69e+08,0,0,576992,7.6155e+10
169,169,169,2013-11-26 22:30:08.33358,320       ,2006-02-01 00:00:00,法商佳信銀行,0,0,0,0,0,0,0,0,254808,1.473e+09
170,170,170,2013-11-26 22:30:08.335736,008       ,2006-02-01 00:00:00,華南商業銀行,79010,1.8839e+11,30339,2.4395e+10,8666,3.947e+09,8695,4.142e+09,276160,2.3043e+10
171,171,171,2013-11-26 22:30:08.337718,822       ,2006-02-01 00:00:00,中國信託商業銀行,186989,3.06968e+11,15257,1.7154e+10,44688,1.3709e+10,0,0,771613,1.17408e+11
172,172,172,2013-11-26 22:30:08.342112,146       ,2006-02-01 00:00:00,台中市第二信用合作社,11164,1.885e+10,120,9.9e+07,11,0,0,0,1022,3.98e+08
173,173,173,2013-11-26 22:30:08.34452,N001      ,2006-02-01 00:00:00,高雄第二信用合作社,2795,4.829e+09,481,3.61e+08,1,0,2546,1.237e+09,18508,4.277e+09
174,174,174,2013-11-26 22:30:08.346542,805       ,2006-02-01 00:00:00,遠東國際商業銀行,38112,8.0313e+10,13137,2.4802e+10,20329,4.489e+09,16866,5.861e+09,124704,1.617e+10
175,175,175,2013-11-26 22:30:08.348738,N002      ,2006-02-01 00:00:00,中國國際商業銀行,34226,8.0509e+10,11223,1.8646e+10,33,1e+06,8973,5.219e+09,9711,3.0924e+10
176,176,176,2013-11-26 22:30:08.35096,163       ,2006-02-01 00:00:00,彰化第十信用合作社,828,1.099e+09,5,3e+06,0,0,0,0,14,2e+06
177,177,177,2013-11-26 22:30:08.353182,029       ,2006-02-01 00:00:00,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
178,178,178,2013-11-26 22:30:08.357717,037       ,2006-02-01 00:00:00,法國興業銀行,0,0,0,0,0,0,0,0,0,0
179,179,179,2013-11-26 22:30:08.359489,224       ,2006-02-01 00:00:00,金門縣信用合作社,113,1.72e+08,98,2.67e+08,0,0,0,0,35,1.9e+07
180,180,180,2013-11-26 22:30:08.361533,115       ,2006-02-01 00:00:00,基隆市第二信用合作社,1552,3.763e+09,331,4.55e+08,164,4.5e+07,0,0,2254,5.02e+08
181,181,181,2013-11-26 22:30:08.363569,162       ,2006-02-01 00:00:00,彰化第六信用合作社,2599,3.688e+09,908,8.95e+08,0,0,0,0,5216,4.81e+08
182,182,182,2013-11-26 22:30:08.365608,812       ,2006-02-01 00:00:00,台新國際商業銀行,89959,1.82954e+11,253,6.1e+07,73736,2.2826e+10,0,0,646994,1.19091e+11
183,183,183,2013-11-26 22:30:08.367761,082       ,2006-02-01 00:00:00,法商法國巴黎銀行,21,8.8e+07,0,0,0,0,0,0,21,6e+06
184,184,184,2013-11-26 22:30:08.371721,165       ,2006-02-01 00:00:00,彰化縣鹿港信用合作社,1084,1.582e+09,685,9.28e+08,0,0,0,0,1076,2.6e+08
185,185,185,2013-11-26 22:30:08.37388,016       ,2006-02-01 00:00:00,高雄銀行,20169,3.4703e+10,3747,7.446e+09,0,0,0,0,45301,6.636e+09
186,186,186,2013-11-26 22:30:08.377468,127       ,2006-02-01 00:00:00,桃園信用合作社,1719,3.323e+09,800,1.665e+09,0,0,0,0,481,2.33e+08
187,187,187,2013-11-26 22:30:08.379693,012       ,2006-02-01 00:00:00,台北富邦銀行,113592,1.92624e+11,5542,7.735e+09,5423,2.175e+09,264,6.2e+07,350371,5.0367e+10
188,188,188,2013-11-26 22:30:08.382272,023       ,2006-02-01 00:00:00,泰國盤谷銀行,3,2e+06,0,0,0,0,0,0,0,0
189,189,189,2013-11-26 22:30:08.384944,N003      ,2006-02-01 00:00:00,臺南區中小企業銀行,15743,2.6146e+10,7606,1.023e+10,5,1e+06,2,1e+06,10910,4.974e+09
190,190,190,2013-11-26 22:30:08.387301,011       ,2006-02-01 00:00:00,上海商業儲蓄銀行,33703,7.7968e+10,122,9.7e+07,7,4e+06,0,0,3971,8.83e+08
191,191,191,2013-11-26 22:30:08.389757,N004      ,2006-02-01 00:00:00,新竹市第一信用合作社,3419,8.022e+09,11,3.3e+07,0,0,0,0,178,8.3e+07
192,192,192,2013-11-26 22:30:08.391829,097       ,2006-02-01 00:00:00,美商富國銀行,0,0,0,0,0,0,0,0,0,0
193,193,193,2013-11-26 22:30:08.393822,106       ,2006-02-01 00:00:00,台北市第九信用合作社,2779,5.993e+09,0,0,0,0,0,0,501,1.06e+08
194,194,194,2013-11-26 22:30:08.395914,091       ,2006-02-01 00:00:00,美商加州聯合銀行,0,0,0,0,0,0,0,0,0,0
195,195,195,2013-11-26 22:30:08.937967,030       ,2006-03-01 00:00:00,美商道富銀行,0,0,0,0,0,0,0,0,0,0
196,196,196,2013-11-26 22:30:08.94008,N011      ,2006-03-01 00:00:00,澎湖縣第二信用合作社,574,8.92e+08,83,7.2e+07,12,9e+06,0,0,943,3.69e+08
197,197,197,2013-11-26 22:30:08.942273,803       ,2006-03-01 00:00:00,聯邦商業銀行,36521,6.632e+10,12153,2.2524e+10,49413,1.544e+10,239,5.4e+07,357513,1.2115e+10
198,198,198,2013-11-26 22:30:08.944523,114       ,2006-03-01 00:00:00,基隆市第一信用合作社,5317,7.473e+09,1154,8.53e+08,0,0,0,0,5289,2.711e+09
199,199,199,2013-11-26 22:30:08.947106,N012      ,2006-03-01 00:00:00,法國東方匯理銀行,10,3.9e+07,0,0,0,0,0,0,0,0
200,200,200,2013-11-26 22:30:08.949468,N013      ,2006-03-01 00:00:00,英商巴克萊銀行,0,0,0,0,0,0,0,0,0,0
201,201,201,2013-11-26 22:30:08.951514,052       ,2006-03-01 00:00:00,新竹國際商業銀行,38544,7.7314e+10,11125,1.6415e+10,389,1.02e+08,2,1e+06,221611,5.8205e+10
202,202,202,2013-11-26 22:30:08.953566,090       ,2006-03-01 00:00:00,加拿大商豐業銀行,0,0,0,0,0,0,0,0,0,0
203,203,203,2013-11-26 22:30:09.058924,013       ,2006-03-01 00:00:00,國泰世華商業銀行,134824,2.43457e+11,7193,1.0465e+10,37991,3.417e+09,0,0,308742,2.8441e+10
204,204,204,2013-11-26 22:30:09.061851,095       ,2006-03-01 00:00:00,美商美聯銀行,0,0,0,0,0,0,0,0,0,0
205,205,205,2013-11-26 22:30:09.064399,015       ,2006-03-01 00:00:00,中國輸出入銀行,0,0,0,0,0,0,0,0,0,0
206,206,206,2013-11-26 22:30:09.067074,N014      ,2006-03-01 00:00:00,新竹市第三信用合作社,2687,5.426e+09,333,2.53e+08,0,0,0,0,1900,5.88e+08
207,207,207,2013-11-26 22:30:09.071739,072       ,2006-03-01 00:00:00,德商德意志銀行,0,0,0,0,0,0,0,0,0,0
208,208,208,2013-11-26 22:30:09.074036,N015      ,2006-03-01 00:00:00,臺中商業銀行,28328,4.9879e+10,1080,4.75e+08,14,1.8e+07,4656,3.383e+09,83880,1.1071e+10
209,209,209,2013-11-26 22:30:09.076134,009       ,2006-03-01 00:00:00,彰化商業銀行,66572,1.23035e+11,39493,7.2754e+10,0,0,1564,5.72e+08,18614,8.966e+09
210,210,210,2013-11-26 22:30:09.078751,N016      ,2006-03-01 00:00:00,嘉義巿第四信用合作社,89,2.83e+08,4,3e+06,0,0,0,0,0,0
211,211,211,2013-11-26 22:30:09.080716,099       ,2006-03-01 00:00:00,比利時商比利時聯合銀行,11,3.1e+07,0,0,0,0,0,0,0,0
212,212,212,2013-11-26 22:30:09.082757,050       ,2006-03-01 00:00:00,臺灣中小企業銀行,77811,1.23567e+11,7624,1.3965e+10,0,0,15940,8.746e+09,44682,2.9426e+10
213,213,213,2013-11-26 22:30:09.085518,104       ,2006-03-01 00:00:00,台北市第五信用合作社,1343,3.188e+09,13,1e+06,0,0,0,0,1607,3.71e+08
214,214,214,2013-11-26 22:30:09.087719,N017      ,2006-03-01 00:00:00,宜蘭信用合社,709,1.187e+09,295,3.77e+08,0,0,0,0,460,3.9e+07
215,215,215,2013-11-26 22:30:09.089871,102       ,2006-03-01 00:00:00,華泰商業銀行,3456,1.4575e+10,4451,1.4203e+10,0,0,0,0,6287,2.338e+09
216,216,216,2013-11-26 22:30:09.091901,N018      ,2006-03-01 00:00:00,台南第六信用合作社,0,0,0,0,0,0,0,0,0,0
217,217,217,2013-11-26 22:30:09.093902,381       ,2006-03-01 00:00:00,交通銀行,21767,5.1025e+10,4040,1.1882e+10,3024,1.194e+09,140,3.6e+07,6204,5.895e+09
218,218,218,2013-11-26 22:30:09.095917,103       ,2006-03-01 00:00:00,臺灣新光商業銀行,15198,4.0124e+10,545,8.79e+08,24988,6.579e+09,0,0,226842,3.4814e+10
219,219,219,2013-11-26 22:30:09.097869,321       ,2006-03-01 00:00:00,日商三井住友銀行,0,0,0,0,0,0,0,0,0,0
220,220,220,2013-11-26 22:30:09.100295,004       ,2006-03-01 00:00:00,臺灣銀行,96272,1.77494e+11,22939,3.0289e+10,0,0,18515,8.323e+09,2379056,1.27123e+11
221,221,221,2013-11-26 22:30:09.102319,158       ,2006-03-01 00:00:00,彰化第一信用合作社,1011,1.716e+09,233,2.44e+08,0,0,0,0,6,2e+06
222,222,222,2013-11-26 22:30:09.104298,076       ,2006-03-01 00:00:00,美商摩根大通銀行,0,0,0,0,0,0,0,0,0,0
223,223,223,2013-11-26 22:30:09.106229,079       ,2006-03-01 00:00:00,比利時商富通銀行,0,0,0,0,0,0,0,0,0,0
224,224,224,2013-11-26 22:30:09.108336,147       ,2006-03-01 00:00:00,三信商業銀行,5319,1.538e+10,2132,5.277e+09,9920,4.133e+09,0,0,20327,1.0994e+10
225,225,225,2013-11-26 22:30:09.110624,151       ,2006-03-01 00:00:00,第七商業銀行,5633,1.0736e+10,1956,2.554e+09,1,0,0,0,218,4e+06
226,226,226,2013-11-26 22:30:09.112596,085       ,2006-03-01 00:00:00,新加坡商新加坡華僑銀行,0,0,0,0,0,0,0,0,0,0
227,227,227,2013-11-26 22:30:09.114639,816       ,2006-03-01 00:00:00,安泰商業銀行,21129,4.6294e+10,9404,1.9917e+10,15651,4.529e+09,310,4e+07,60540,2.7712e+10
228,228,228,2013-11-26 22:30:09.11734,N019      ,2006-03-01 00:00:00,香港東亞銀行,0,0,0,0,0,0,0,0,729,2.45e+08
229,229,229,2013-11-26 22:30:09.119562,808       ,2006-03-01 00:00:00,玉山商業銀行,39557,1.24862e+11,40370,8.5743e+10,0,0,21,2e+06,185380,2.2197e+10
230,230,230,2013-11-26 22:30:09.121386,-01       ,2006-03-01 00:00:00,寶華商業銀行,14741,1.8763e+10,14070,1.6428e+10,11945,3.306e+09,8,9e+06,107190,1.1178e+10
231,231,231,2013-11-26 22:30:08.679211,020       ,2006-03-01 00:00:00,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
232,232,232,2013-11-26 22:30:08.681172,N000      ,2006-03-01 00:00:00,台北縣淡水第一信用合作社,9988,1.6869e+10,173,1.79e+08,2,1e+06,924,3.54e+08,1059,2.45e+08
233,233,233,2013-11-26 22:30:08.683256,040       ,2006-03-01 00:00:00,中華開發工業銀行,9,2.4e+07,0,0,0,0,0,0,72,2.9e+07
234,234,234,2013-11-26 22:30:08.685174,809       ,2006-03-01 00:00:00,萬泰商業銀行,3963,5.451e+09,1329,1.509e+09,3588,1.04e+09,0,0,570743,7.5565e+10
235,235,235,2013-11-26 22:30:08.791881,320       ,2006-03-01 00:00:00,法商佳信銀行,0,0,0,0,0,0,0,0,254100,1.282e+09
236,236,236,2013-11-26 22:30:08.794652,008       ,2006-03-01 00:00:00,華南商業銀行,78924,1.90356e+11,30318,2.4391e+10,8813,3.951e+09,8661,3.999e+09,268943,2.2407e+10
237,237,237,2013-11-26 22:30:08.797224,822       ,2006-03-01 00:00:00,中國信託商業銀行,186376,3.05073e+11,15418,1.7247e+10,43616,1.3127e+10,0,0,747140,1.1503e+11
238,238,238,2013-11-26 22:30:08.801808,146       ,2006-03-01 00:00:00,台中市第二信用合作社,11169,1.8855e+10,119,1.1e+08,11,0,0,0,1041,4.08e+08
239,239,239,2013-11-26 22:30:08.80382,N001      ,2006-03-01 00:00:00,高雄第二信用合作社,2767,4.78e+09,513,3.72e+08,1,0,2540,1.233e+09,18271,4.159e+09
240,240,240,2013-11-26 22:30:08.80591,805       ,2006-03-01 00:00:00,遠東國際商業銀行,38432,8.2123e+10,13244,2.5047e+10,19764,4.283e+09,17259,5.975e+09,128096,1.6222e+10
241,241,241,2013-11-26 22:30:08.808186,N002      ,2006-03-01 00:00:00,中國國際商業銀行,34221,8.1909e+10,11044,1.8479e+10,2,1e+06,8808,5.037e+09,9758,3.2181e+10
242,242,242,2013-11-26 22:30:08.81067,163       ,2006-03-01 00:00:00,彰化第十信用合作社,822,1.088e+09,5,3e+06,0,0,0,0,14,2e+06
243,243,243,2013-11-26 22:30:08.812749,029       ,2006-03-01 00:00:00,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
244,244,244,2013-11-26 22:30:08.817307,037       ,2006-03-01 00:00:00,法國興業銀行,0,0,0,0,0,0,0,0,0,0
245,245,245,2013-11-26 22:30:08.819614,224       ,2006-03-01 00:00:00,金門縣信用合作社,112,1.7e+08,99,2.65e+08,1,1.6e+07,0,0,42,2.3e+07
246,246,246,2013-11-26 22:30:08.822022,115       ,2006-03-01 00:00:00,基隆市第二信用合作社,1541,3.731e+09,320,4.35e+08,156,4.2e+07,0,0,2195,4.86e+08
247,247,247,2013-11-26 22:30:08.824232,162       ,2006-03-01 00:00:00,彰化第六信用合作社,2631,3.766e+09,889,8.7e+08,0,0,0,0,4994,4.59e+08
248,248,248,2013-11-26 22:30:08.826302,812       ,2006-03-01 00:00:00,台新國際商業銀行,90438,1.88513e+11,242,5.8e+07,71809,2.2189e+10,0,0,616160,1.11674e+11
249,249,249,2013-11-26 22:30:08.8284,082       ,2006-03-01 00:00:00,法商法國巴黎銀行,21,8.7e+07,0,0,0,0,0,0,21,6e+06
250,250,250,2013-11-26 22:30:08.832414,165       ,2006-03-01 00:00:00,彰化縣鹿港信用合作社,1093,1.591e+09,687,9.42e+08,0,0,0,0,1072,2.58e+08
251,251,251,2013-11-26 22:30:08.835154,016       ,2006-03-01 00:00:00,高雄銀行,20101,3.4523e+10,3758,7.454e+09,0,0,0,0,44926,6.502e+09
252,252,252,2013-11-26 22:30:08.83891,127       ,2006-03-01 00:00:00,桃園信用合作社,1706,3.286e+09,796,1.658e+09,0,0,0,0,478,3.04e+08
253,253,253,2013-11-26 22:30:08.840858,012       ,2006-03-01 00:00:00,台北富邦銀行,114644,1.94829e+11,5260,7.178e+09,5701,2.278e+09,255,5.8e+07,342970,4.9274e+10
254,254,254,2013-11-26 22:30:08.842642,023       ,2006-03-01 00:00:00,泰國盤谷銀行,3,2e+06,0,0,0,0,0,0,0,0
255,255,255,2013-11-26 22:30:08.844621,N003      ,2006-03-01 00:00:00,臺南區中小企業銀行,16075,2.6952e+10,7513,1.0072e+10,4,1e+06,2,0,10842,5.114e+09
256,256,256,2013-11-26 22:30:08.846583,011       ,2006-03-01 00:00:00,上海商業儲蓄銀行,34000,7.9177e+10,216,1.48e+08,8,4e+06,0,0,4025,9.23e+08
257,257,257,2013-11-26 22:30:08.84971,N004      ,2006-03-01 00:00:00,新竹市第一信用合作社,3509,7.932e+09,9,2.9e+07,0,0,0,0,177,8.2e+07
258,258,258,2013-11-26 22:30:08.851841,097       ,2006-03-01 00:00:00,美商富國銀行,0,0,0,0,0,0,0,0,0,0
259,259,259,2013-11-26 22:30:08.853875,106       ,2006-03-01 00:00:00,台北市第九信用合作社,2769,6.045e+09,0,0,0,0,0,0,287,1.06e+08
260,260,260,2013-11-26 22:30:08.856042,091       ,2006-03-01 00:00:00,美商加州聯合銀行,0,0,0,0,0,0,0,0,0,0
261,261,261,2013-11-26 22:30:08.858089,118       ,2006-03-01 00:00:00,板信商業銀行,26481,4.6679e+10,408,5.97e+08,271,6.9e+07,0,0,89920,1.2251e+10
262,262,262,2013-11-26 22:30:08.86027,N005      ,2006-03-01 00:00:00,高雄第三信用合作社,2814,3.408e+09,9069,1.1415e+10,0,0,966,5.5e+08,2843,9.35e+08
263,263,263,2013-11-26 22:30:08.862316,222       ,2006-03-01 00:00:00,澎湖縣第一信用合作社,66,1.7e+08,23,3.9e+07,0,0,0,0,172,7.8e+07
264,264,264,2013-11-26 22:30:08.86437,216       ,2006-03-01 00:00:00,花蓮第二信用合作社,4058,6.868e+09,6527,1.1063e+10,0,0,2207,9.91e+08,123,1.1e+07
265,265,265,2013-11-26 22:30:08.866832,005       ,2006-03-01 00:00:00,臺灣土地銀行,294940,4.37392e+11,55080,6.0133e+10,308,2.22e+08,130557,5.8886e+10,70523,6.739e+09
266,266,266,2013-11-26 22:30:08.868692,083       ,2006-03-01 00:00:00,英商渣打銀行,5145,1.1638e+10,0,0,0,0,0,0,13116,1.729e+09
267,267,267,2013-11-26 22:30:08.870627,024       ,2006-03-01 00:00:00,美國運通銀行,0,0,1,1e+06,0,0,0,0,42644,7.133e+09
268,268,268,2013-11-26 22:30:08.874611,N006      ,2006-03-01 00:00:00,澳商澳洲紐西蘭銀行,2,4e+06,0,0,0,0,0,0,0,0
269,269,269,2013-11-26 22:30:08.87754,161       ,2006-03-01 00:00:00,彰化第五信用合作社,530,8.6e+08,10,1.4e+07,0,0,0,0,16,6e+06
270,270,270,2013-11-26 22:30:08.880159,025       ,2006-03-01 00:00:00,菲律賓首都銀行,0,0,0,0,0,0,0,0,420,1.6e+07
271,271,271,2013-11-26 22:30:08.884204,807       ,2006-03-01 00:00:00,建華商業銀行,79738,1.67754e+11,15441,2.1172e+10,9605,3.793e+09,0,0,25743,1.3466e+10
272,272,272,2013-11-26 22:30:08.886538,087       ,2006-03-01 00:00:00,斐商標準銀行,0,0,0,0,0,0,0,0,0,0
273,273,273,2013-11-26 22:30:08.888738,188       ,2006-03-01 00:00:00,台南第三信用合作社,2880,5.032e+09,101,7.9e+07,0,0,0,0,5492,1.42e+08
274,274,274,2013-11-26 22:30:08.890917,139       ,2006-03-01 00:00:00,苗栗縣竹南信用合作社,3170,4.537e+09,862,6.49e+08,0,0,0,0,767,5.1e+07
275,275,275,2013-11-26 22:30:08.893147,215       ,2006-03-01 00:00:00,花蓮第一信用合作社,2608,4.483e+09,1388,2.13e+09,0,0,194,7.6e+07,2296,6.82e+08
276,276,276,2013-11-26 22:30:08.895178,078       ,2006-03-01 00:00:00,新加坡商星展銀行,0,0,0,0,0,0,0,0,0,0
277,277,277,2013-11-26 22:30:08.897336,092       ,2006-03-01 00:00:00,瑞士商瑞士銀行,0,0,0,0,0,0,0,0,0,0
278,278,278,2013-11-26 22:30:08.899716,108       ,2006-03-01 00:00:00,陽信商業銀行,21854,4.2241e+10,4297,7.253e+09,7,3e+06,0,0,29708,6.769e+09
279,279,279,2013-11-26 22:30:08.90386,178       ,2006-03-01 00:00:00,嘉義市第三信用合作社,972,1.339e+09,734,1.803e+09,0,0,0,0,903,4.58e+08
280,280,280,2013-11-26 22:30:08.9062,815       ,2006-03-01 00:00:00,日盛國際商業銀行,31044,4.9263e+10,6381,1.2579e+10,59921,2.2915e+10,0,0,131350,2.1644e+10
281,281,281,2013-11-26 22:30:08.908716,098       ,2006-03-01 00:00:00,日商三菱東京日聯銀行,0,0,0,0,0,0,0,0,0,0
282,282,282,2013-11-26 22:30:08.911022,007       ,2006-03-01 00:00:00,第一商業銀行,72949,1.8827e+11,31493,5.4027e+10,14210,3.262e+09,19815,7.254e+09,32243,1.0005e+10
283,283,283,2013-11-26 22:30:08.913139,N007      ,2006-03-01 00:00:00,荷商安銀銀行,0,0,0,0,0,0,0,0,1,1e+06
284,284,284,2013-11-26 22:30:08.917364,325       ,2006-03-01 00:00:00,香港上海匯豐銀行,18920,6.385e+10,21,2e+06,0,0,0,0,46307,1.9544e+10
285,285,285,2013-11-26 22:30:08.919857,814       ,2006-03-01 00:00:00,大眾商業銀行,23595,5.7491e+10,360,3.55e+08,0,0,0,0,283607,2.1694e+10
286,286,286,2013-11-26 22:30:08.923425,N008      ,2006-03-01 00:00:00,台北縣淡水信用合作社,1649,3.698e+09,760,1.136e+09,0,0,0,0,319,8.72e+08
287,287,287,2013-11-26 22:30:08.925633,101       ,2006-03-01 00:00:00,台北市第一信用合作社,3642,8.979e+09,2642,3.853e+09,0,0,0,0,2642,8.54e+08
288,288,288,2013-11-26 22:30:08.927701,022       ,2006-03-01 00:00:00,美商美國銀行,1,9e+06,0,0,0,0,15,3e+06,0,0
289,289,289,2013-11-26 22:30:08.929822,048       ,2006-03-01 00:00:00,臺灣工業銀行,5,1.3e+07,0,0,0,0,0,0,0,0
290,290,290,2013-11-26 22:30:08.933979,N009      ,2006-03-01 00:00:00,合作金庫銀行,168774,2.816e+11,56077,7.5307e+10,36,6e+06,123251,4.4972e+10,25843,1.0224e+10
291,291,291,2013-11-26 22:30:08.936272,N010      ,2006-03-01 00:00:00,美商美國紐約銀行,0,0,0,0,0,0,0,0,0,0
292,292,292,2013-11-26 22:30:09.140726,020       ,2006-04-01 00:00:00,日商瑞穗實業銀行,0,0,0,0,0,0,0,0,0,0
293,293,293,2013-11-26 22:30:09.142832,N000      ,2006-04-01 00:00:00,台北縣淡水第一信用合作社,9976,1.6829e+10,172,1.75e+08,2,1e+06,901,3.44e+08,1018,2.37e+08
294,294,294,2013-11-26 22:30:09.14509,040       ,2006-04-01 00:00:00,中華開發工業銀行,7,1.9e+07,0,0,0,0,0,0,72,3e+07
295,295,295,2013-11-26 22:30:09.147101,809       ,2006-04-01 00:00:00,萬泰商業銀行,3954,5.492e+09,1343,1.532e+09,3819,1.099e+09,0,0,565920,7.5146e+10
296,296,296,2013-11-26 22:30:09.151142,320       ,2006-04-01 00:00:00,法商佳信銀行,0,0,0,0,0,0,0,0,202339,6.04e+08
297,297,297,2013-11-26 22:30:09.153156,008       ,2006-04-01 00:00:00,華南商業銀行,78844,1.92301e+11,30269,2.4387e+10,8813,3.895e+09,8198,3.563e+09,262143,2.1742e+10
298,298,298,2013-11-26 22:30:09.155328,822       ,2006-04-01 00:00:00,中國信託商業銀行,185356,3.02474e+11,15403,1.7144e+10,42759,1.2696e+10,0,0,720344,1.11908e+11
299,299,299,2013-11-26 22:30:09.159579,146       ,2006-04-01 00:00:00,台中市第二信用合作社,11095,1.8871e+10,119,1.11e+08,11,0,0,0,1041,4.07e+08
300,300,300,2013-11-26 22:30:09.161531,N001      ,2006-04-01 00:00:00,高雄第二信用合作社,2768,4.811e+09,524,3.73e+08,0,0,2537,1.208e+09,18063,4.073e+09
301,301,301,2013-11-26 22:30:09.163509,805       ,2006-04-01 00:00:00,遠東國際商業銀行,45408,8.5599e+10,12464,2.3543e+10,19307,4.112e+09,17417,6.003e+09,123043,1.6052e+10
302,302,302,2013-11-26 22:30:09.165818,N002      ,2006-04-01 00:00:00,中國國際商業銀行,34466,8.3611e+10,11051,1.8467e+10,16,1e+06,8642,4.902e+09,9646,3.2337e+10
303,303,303,2013-11-26 22:30:09.167911,163       ,2006-04-01 00:00:00,彰化第十信用合作社,811,1.076e+09,5,3e+06,0,0,0,0,14,2e+06
304,304,304,2013-11-26 22:30:09.170807,029       ,2006-04-01 00:00:00,新加坡大華銀行,0,0,0,0,0,0,0,0,0,0
305,305,305,2013-11-26 22:30:09.174535,037       ,2006-04-01 00:00:00,法國興業銀行,0,0,0,0,0,0,0,0,0,0
306,306,306,2013-11-26 22:30:09.177472,224       ,2006-04-01 00:00:00,金門縣信用合作社,111,1.69e+08,98,2.63e+08,0,0,0,0,47,2.6e+07
307,307,307,2013-11-26 22:30:09.179955,115       ,2006-04-01 00:00:00,基隆市第二信用合作社,1536,3.763e+09,318,4.34e+08,145,4.2e+07,0,0,2126,4.77e+08
308,308,308,2013-11-26 22:30:09.181997,162       ,2006-04-01 00:00:00,彰化第六信用合作社,2615,3.764e+09,848,8.39e+08,0,0,0,0,4772,4.46e+08
309,309,309,2013-11-26 22:30:09.184066,812       ,2006-04-01 00:00:00,台新國際商業銀行,90695,1.8956e+11,222,5.7e+07,70652,2.1816e+10,0,0,597108,1.0704e+11
310,310,310,2013-11-26 22:30:09.185999,082       ,2006-04-01 00:00:00,法商法國巴黎銀行,22,9.4e+07,0,0,0,0,0,0,19,6e+06
311,311,311,2013-11-26 22:30:09.190335,165       ,2006-04-01 00:00:00,彰化縣鹿港信用合作社,1091,1.58e+09,684,9.37e+08,0,0,0,0,1015,2.47e+08
312,312,312,2013-11-26 22:30:09.192428,016       ,2006-04-01 00:00:00,高雄銀行,20062,3.4639e+10,3746,7.446e+09,0,0,0,0,44796,6.512e+09
313,313,313,2013-11-26 22:30:09.195556,127       ,2006-04-01 00:00:00,桃園信用合作社,1709,3.312e+09,808,1.701e+09,0,0,0,0,476,2.99e+08
314,314,314,2013-11-26 22:30:09.197585,012       ,2006-04-01 00:00:00,台北富邦銀行,115331,1.96556e+11,5021,6.888e+09,6033,2.416e+09,254,5.7e+07,332396,4.8134e+10
315,315,315,2013-11-26 22:30:09.199755,023       ,2006-04-01 00:00:00,泰國盤谷銀行,3,2e+06,0,0,0,0,0,0,0,0
316,316,316,2013-11-26 22:30:09.201822,N003      ,2006-04-01 00:00:00,臺南區中小企業銀行,16293,2.7475e+10,7403,9.823e+09,4,1e+06,2,0,10912,5.317e+09
317,317,317,2013-11-26 22:30:09.203748,011       ,2006-04-01 00:00:00,上海商業儲蓄銀行,34212,8.0068e+10,288,1.8e+08,10,4e+06,0,0,4023,9.19e+08
318,318,318,2013-11-26 22:30:09.205843,N004      ,2006-04-01 00:00:00,新竹市第一信用合作社,3334,7.725e+09,9,2.9e+07,0,0,0,0,181,8e+07
319,319,319,2013-11-26 22:30:09.208023,097       ,2006-04-01 00:00:00,美商富國銀行,0,0,0,0,0,0,0,0,0,0
320,320,320,2013-11-26 22:30:09.3028,106       ,2006-04-01 00:00:00,台北市第九信用合作社,2562,5.935e+09,0,0,0,0,0,0,486,1.04e+08
